model,layer,site,pole,rank_within_pole,token_id,token,loading,overlap_with_same_label_direction
starcoder2-3b,15,sink_arg,safe_higher,6,43405,OCR,-0.017908905476563704,0.0
starcoder2-3b,15,sink_arg,safe_higher,7,22680,minder,-0.01784434141308351,0.0
starcoder2-3b,15,sink_arg,safe_higher,8,20874,nical,-0.01776389350747559,0.0
starcoder2-3b,15,sink_arg,safe_higher,9,25261,η,-0.017701374948696145,0.0
starcoder2-3b,15,sink_arg,safe_higher,10,11372,matic,-0.017647996204248197,0.0
starcoder2-3b,15,sink_arg,safe_higher,11,40582,ancellable,-0.017573503193905497,0.0
starcoder2-3b,15,sink_arg,safe_higher,12,34232,MCAT,-0.01755994311331756,0.0
starcoder2-3b,15,sink_arg,safe_higher,13,29896,strator,-0.01754361501596572,0.0
starcoder2-3b,15,sink_arg,safe_higher,14,37566,TOMCAT,-0.017511145040684083,0.0
starcoder2-3b,15,sink_arg,safe_higher,15,42865,FAMIL,-0.017454290733363936,0.0
starcoder2-3b,15,sink_arg,safe_higher,16,46628,Wq,-0.01733083296406503,0.0
starcoder2-3b,15,sink_arg,safe_higher,17,47637,Gq,-0.017317417597930866,0.0
starcoder2-3b,15,sink_arg,safe_higher,18,10447,TK,-0.017292805592742353,0.0
starcoder2-3b,15,sink_arg,safe_higher,19,34906,いう,-0.017158076757552616,0.0
starcoder2-3b,15,sink_arg,safe_higher,20,42529, leo,-0.017055087625793997,0.0
starcoder2-3b,15,sink_arg,safe_higher,21,9460,dating,-0.01690879078204792,0.0
starcoder2-3b,15,sink_arg,safe_higher,22,44362,Qc,-0.01685894312267582,0.0
starcoder2-3b,15,sink_arg,safe_higher,23,41169,",'_",-0.01682009532972788,0.0
starcoder2-3b,15,sink_arg,safe_higher,24,40672,quivos,-0.01677481557344387,0.0
starcoder2-3b,19,last_token,unsafe_higher,0,15860,ori,0.019056857497903913,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,1,41826,comotive,0.018486192302502993,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,2,28785,áló,0.018074918645324213,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,3,22279,criminator,0.01802469124852225,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,4,17693, Place,0.017958380108050835,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,5,1878,place,0.01795117813735641,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,6,3687, place,0.017762419517826443,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,7,1284,core,0.017604362534511316,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,8,36416,*)(*,0.01730261758484001,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,9,9194,Place,0.017146437184237636,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,10,45962,jte,0.016746787922415754,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,11,15552,lil,0.016565082147529664,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,12,39721,usaha,0.016442671818961013,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,13,19818,Startup,0.016326582175232782,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,14,7185,��,0.016286813738116,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,15,293,le,0.016225578025330527,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,16,2656, column,0.01607512825692824,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,17,43350, rése,0.015971723589947973,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,18,34675, ModelMapper,0.01589619325309033,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,19,336,mp,0.015591683089180637,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,20,44459,StructureDefinition,0.015566660078597243,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,21,6443,FIX,0.015515094483591228,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,22,6161,covery,0.015469474332940075,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,23,3613,jo,0.01540685243376171,0.010101010101010102
starcoder2-3b,19,last_token,unsafe_higher,24,44602,describedby,0.015334370522219344,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,0,28862,Argb,-0.02426851526612713,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,1,43977,etest,-0.02043805604232013,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,2,33965,čí,-0.01965040257071735,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,3,42843,yne,-0.019448855074911064,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,4,32952,ceeding,-0.01907072155842604,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,5,48135,getCache,-0.018684835665923064,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,6,8206,Bag,-0.017884827694185382,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,7,34892,InvalidArgumentException,-0.017696797775319212,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,8,28365,pensive,-0.017577882942369435,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,9,6277,码,-0.017086221223588115,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,10,49126,setlength,-0.01705351526752308,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,11,34524,""">>,",-0.017042465631018938,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,12,23952,METHODCALL,-0.016841244751345567,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,13,23629,obar,-0.01678918529922498,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,14,45736,yrı,-0.01678242862284197,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,15,41502,ereo,-0.01666236529978953,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,16,7991,arison,-0.01639320509055674,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,17,43936,getClassLoader,-0.01639086766083244,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,18,11306,FlowDirection,-0.01618145610459248,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,19,23628,apan,-0.01618104517178274,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,20,25025,FIED,-0.016159188380291026,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,21,10526,execution,-0.016110338174297023,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,22,15295,�,-0.01598082647232596,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,23,28620,DDDD,-0.01589316617664897,0.010101010101010102
starcoder2-3b,19,last_token,safe_higher,24,6293,serialize,-0.01588532934892879,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,0,48574,ásá,0.02230277522556756,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,1,47229, Ros,0.018167314655772204,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,2,22534,ーシ,0.017292578303080286,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,3,9818,azz,0.016592679499176314,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,4,12921,Under,0.01655453054044596,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,5,46226,liament,0.016538884849186735,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,6,47605,nxt,0.01631279285846241,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,7,25862,quam,0.01625850893338647,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,8,30568,rche,0.01623559609476352,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,9,32421,abez,0.016099606440325168,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,10,46772,",/",0.015902827922006833,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,11,20118, Under,0.01587829614717672,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,12,35233,Thunk,0.015809655852759712,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,13,2763,amb,0.015726672968942635,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,14,14825, onto,0.01568231824028489,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,15,29785, Continu,0.015540907507810864,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,16,8963,�,0.015520534169837957,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,17,25337, OnNext,0.015249789144061813,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,18,30831,Datetime,0.015194673207701436,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,19,48498,subNav,0.015115012593297093,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,20,16955,ellig,0.015086874995144548,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,21,33539,Bars,0.014961811039039196,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,22,36271,shr,0.014946251346970526,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,23,8565,onto,0.014850993086179137,0.010101010101010102
starcoder2-3b,19,sink_arg,unsafe_higher,24,30246,SEVER,0.01482701843187064,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,0,44483,obacz,-0.025122032780609017,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,1,42485,igsaw,-0.022038996375810117,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,2,41060,AUTHORS,-0.01951418459984619,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,3,35362,ügen,-0.01851904274887551,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,4,49090,"
                     
                    ",-0.01843976236895632,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,5,36890,icorp,-0.018098770307073356,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,6,37913,streetmap,-0.017720625366467686,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,7,19599,tribs,-0.01772011842311409,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,8,3861,redential,-0.01728604743867157,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,9,22138,ITERAL,-0.016904497697516105,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,10,18867,҆,-0.016882551430925607,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,11,33175,>#<,-0.01687202471533464,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,12,9849,ientation,-0.01682030796707164,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,13,22377,听,-0.016771372321413278,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,14,43527,ول,-0.016762184956350918,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,15,35747,―,-0.01670718149602949,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,16,20874,nical,-0.01653965804771179,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,17,30957,]\:,-0.016532878379789097,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,18,9224,weet,-0.016503523232789863,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,19,48869, seguida,-0.016447849205591194,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,20,5613,DK,-0.01636882418995838,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,21,36550,҃,-0.01628056779753309,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,22,22192,ynb,-0.01625992650221894,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,23,42137,NSInteger,-0.016131161400057013,0.010101010101010102
starcoder2-3b,19,sink_arg,safe_higher,24,6133,gistration,-0.01610089666674267,0.010101010101010102
starcoder2-3b,23,last_token,unsafe_higher,0,45703,eú,0.02686121750787857,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,1,6226, cursor,0.02660602082432728,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,2,7033,cursor,0.024051963805829506,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,3,745,app,0.02359272317275317,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,4,19535,STY,0.020481936658185963,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,5,1142, app,0.020082318615904867,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,6,10266,RTX,0.018169155740209532,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,7,24586,aber,0.017997115534643237,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,8,26332,texttt,0.017539224339810165,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,9,40315,''@,0.017435338404374053,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,10,16617,alty,0.0172158996207987,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,11,31876,hresult,0.017179262469709786,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,12,8514,elcome,0.017121283405603545,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,13,17411,致,0.0170005743165476,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,14,32654,ordance,0.016893613616703034,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,15,7424,Cursor,0.01685786526941097,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,16,21494,释,0.016795686773741922,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,17,17617,ASCADE,0.01641082420703968,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,18,14235,UTTON,0.016367560325827667,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,19,3795,conn,0.01626144854282708,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,20,42710,"\"":[\""",0.016246426992128943,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,21,45877,toISO,0.016095076105257882,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,22,18522,HikariConfig,0.016093052862077933,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,23,44602,describedby,0.016060656353802074,0.05263157894736842
starcoder2-3b,23,last_token,unsafe_higher,24,47063,を使用して,0.016054397344397647,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,0,1316,func,-0.033364176930724666,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,1,3439, func,-0.032958768082728906,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,2,12068, Func,-0.024993836907047616,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,3,4221,Func,-0.024437813015739728,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,4,12496,FUNC,-0.024212453881682063,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,5,31951, FUNC,-0.023598410082930944,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,6,6445,FUN,-0.019326353122056873,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,7,4121,havior,-0.019297107064165347,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,8,157,�,-0.018645235301310886,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,9,18678,functional,-0.01854801325486559,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,10,43666, Functional,-0.01777802057370784,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,11,29781,pis,-0.01770595393438659,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,12,25952,posals,-0.017565998161608948,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,13,24707,gwt,-0.01719494060338764,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,14,30752, funcion,-0.016976842190006017,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,15,26334,�,-0.016964592766156507,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,16,40030,QWidget,-0.01670734160364089,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,17,43901,myfunc,-0.01659955640814749,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,18,44318,UtilsTest,-0.016592912693600432,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,19,3350, fun,-0.016516962990161824,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,20,40626, POSIX,-0.016509150923338357,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,21,48135,getCache,-0.016354889155601644,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,22,47086, funcs,-0.016192994205747366,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,23,9000,ilation,-0.016157420589968993,0.05263157894736842
starcoder2-3b,23,last_token,safe_higher,24,13656,aga,-0.016088978059413568,0.05263157894736842
starcoder2-3b,23,sink_arg,unsafe_higher,0,29524,included,0.017520466194795734,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,1,149,�,0.01630660847071319,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,2,6777,hw,0.01624376647242753,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,3,20892, Tri,0.016130514817806283,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,4,4831,vc,0.015747284471279356,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,5,47229, Ros,0.015682767549316304,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,6,1567,ik,0.015606476608495633,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,7,14825, onto,0.015328945299889228,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,8,21401,TRI,0.015286505281268122,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,9,519,os,0.015199211827298382,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,10,29437,Included,0.015051189747799735,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,11,48574,ásá,0.0148283048386824,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,12,19674,simp,0.014600625444988007,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,13,8988, ear,0.01459809443867448,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,14,147,�,0.014592371056418448,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,15,47605,nxt,0.014589449974510445,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,16,12775,RD,0.014561425537597945,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,17,8565,onto,0.014554408378580276,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,18,1558,ov,0.014444306437168137,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,19,415,->,0.014045884280278104,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,20,52,/,0.014045410304263997,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,21,31151,aea,0.013973048298556801,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,22,30246,SEVER,0.013962668691757938,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,23,10269,IEW,0.013953651812877908,0.015228426395939087
starcoder2-3b,23,sink_arg,unsafe_higher,24,11746,~/,0.013935480790234215,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,0,44483,obacz,-0.0242154982166013,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,1,40346,perfilusuario,-0.021037876671908318,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,2,36416,*)(*,-0.02085766362302787,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,3,42485,igsaw,-0.02082791939949144,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,4,48700, namemap,-0.02047558895058595,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,5,15930,":""-""`",-0.020075449912862156,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,6,16224,jshop,-0.019409157420322537,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,7,19599,tribs,-0.019243299941540323,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,8,36890,icorp,-0.019052464573594816,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,9,37385,lain,-0.018679432627788033,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,10,9849,ientation,-0.018625947355028465,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,11,6648,ationship,-0.018482121679997996,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,12,24150,""">�",-0.018431784172061313,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,13,210,�,-0.018193523146833108,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,14,26047,]::,-0.018098558541511007,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,15,27244,tology,-0.017936550879369653,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,16,38454,tshop,-0.01784868595994923,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,17,46938,ѡ,-0.0177363118263018,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,18,8744,spaces,-0.017698066068531557,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,19,7199,mitive,-0.01744149343813021,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,20,17193,CADE,-0.01742731940442862,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,21,37913,streetmap,-0.017409536384941453,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,22,35362,ügen,-0.017295248534639592,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,23,39202,igateway,-0.017279226245399397,0.015228426395939087
starcoder2-3b,23,sink_arg,safe_higher,24,35747,―,-0.017241660354652313,0.015228426395939087
starcoder2-3b,27,last_token,unsafe_higher,0,745,app,0.02456425386479065,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,1,69,@,0.024074871698280355,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,2,6226, cursor,0.023227373923394197,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,3,40315,''@,0.02304586714112235,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,4,1556,cur,0.022735390636709776,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,5,1142, app,0.022529655491009413,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,6,7033,cursor,0.021907677903162087,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,7,35,<EMAIL>,0.020875502408161377,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,8,2756, cur,0.020783276022394923,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,9,496, @,0.020734809503649133,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,10,24586,aber,0.02009786959407851,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,11,43794,@.,0.019221861397349545,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,12,6726,curs,0.019197463928208276,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,13,12711,@{,0.01866337370311166,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,14,32760, curs,0.018622882258439003,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,15,39466,instancetype,0.018398486152062705,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,16,27969,}@,0.0183049219919454,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,17,39721,usaha,0.017887175394775686,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,18,38282,PBL,0.01742610705977368,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,19,39854,@-,0.017269901095637606,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,20,42710,"\"":[\""",0.0172505650798258,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,21,30767, styleUrls,0.017090407677853022,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,22,14356,pology,0.01699686233178454,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,23,43126,:@,0.01696647869139563,0.010101010101010102
starcoder2-3b,27,last_token,unsafe_higher,24,40260,former,0.01682919099622655,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,0,3439, func,-0.020639718957440115,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,1,1316,func,-0.020382056626154593,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,2,157,�,-0.02029931851194112,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,3,7991,arison,-0.0184839176250762,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,4,4121,havior,-0.01821273249109855,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,5,12496,FUNC,-0.017446406565357245,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,6,3603,gment,-0.016789155746858058,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,7,42700,|//,-0.01675222722213794,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,8,9740,plier,-0.01673587644276644,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,9,31951, FUNC,-0.016687010888902724,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,10,4221,Func,-0.016216740400757806,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,11,21910,vagrant,-0.016008334408771745,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,12,23867,antes,-0.015915103742326044,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,13,1580,For,-0.015863164488619155,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,14,20525,水,-0.015762635291867187,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,15,5761,ubernet,-0.0154295865085792,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,16,5106,wrapper,-0.015343618297210083,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,17,43666, Functional,-0.015337912273172357,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,18,42651,isNew,-0.015284347342649824,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,19,19153,>{%,-0.015257122684889326,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,20,6834,VO,-0.015228389157911675,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,21,45159,hö,-0.015136251397754999,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,22,2831,ynt,-0.01486768481064855,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,23,31520,='%,-0.014820669955999581,0.010101010101010102
starcoder2-3b,27,last_token,safe_higher,24,1559,tings,-0.014816526587343294,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,0,575, or,0.025277315359845464,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,1,1293, ||,0.023274274220621383,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,2,290,or,0.019012908306607616,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,3,732,[',0.018626265945605566,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,4,4711,||,0.017500795157289896,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,5,66,=,0.017200365070166843,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,6,1895, OR,0.01707117176788471,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,7,1388,"[""",0.016962993751975533,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,8,2771, IS,0.016937423131091672,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,9,52,/,0.016768901166879017,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,10,415,->,0.016456552151887443,0.010101010101010102
starcoder2-3b,27,sink_arg,unsafe_higher,11,4663, Or,0.016353194688522636,0.010101010101010102
