model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0085,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2105919122695923,-0.6793409585952759,-0.5312509536743164,0.5312509536743164,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2422806024551392,-0.6559892892837524,-0.5862913131713867,-0.5862913131713867,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8802651762962341,-1.1934258937835693,0.3131607174873352,-0.3131607174873352,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8106957077980042,-1.2197412252426147,0.4090455174446106,0.4090455174446106,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8785827159881592,-1.1324763298034668,0.2538936138153076,-0.2538936138153076,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8034714460372925,-1.17534601688385,0.3718745708465576,0.3718745708465576,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0085,test,ab,source,ab_source,value,direct,value/direct,value,outer,22,17,-2.099919319152832,-0.2922621965408325,-1.8076571226119995,1.8076571226119995,0,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0085,test,ab,target,ab_target,value,direct,value/direct,value,inner,22,17,-0.4127204120159149,-1.1176612377166748,0.7049408257007599,0.7049408257007599,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0085,test,ba,source,ba_source,value,direct,value/direct,value,outer,17,22,-1.7403616905212402,-0.35624462366104126,-1.384117066860199,1.384117066860199,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0085,test,ba,target,ba_target,value,direct,value/direct,value,inner,17,22,-0.6033291220664978,-0.8801121115684509,0.2767829895019531,0.2767829895019531,1,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6770405769348145,-1.418959140777588,-0.25808143615722656,0.25808143615722656,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6010053157806396,-1.4034574031829834,-0.19754791259765625,-0.19754791259765625,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6742818355560303,-1.4551103115081787,-0.21917152404785156,0.21917152404785156,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6583338975906372,-1.462208867073059,-0.19612503051757812,-0.19612503051757812,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7899733185768127,-2.5689821243286133,1.7790088057518005,-1.7790088057518005,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8026561141014099,-2.424489974975586,1.621833860874176,1.621833860874176,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8042692542076111,-2.570373058319092,1.7661038041114807,-1.7661038041114807,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8422245383262634,-2.447208881378174,1.6049843430519104,1.6049843430519104,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6016199588775635,-1.049140214920044,0.44752025604248047,-0.44752025604248047,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5373609662055969,-1.1221539974212646,0.5847930312156677,0.5847930312156677,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5879685878753662,-1.0740468502044678,0.48607826232910156,-0.48607826232910156,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.527615487575531,-1.163106918334961,0.6354914307594299,0.6354914307594299,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5474779009819031,-1.0805861949920654,0.5331082940101624,-0.5331082940101624,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.48286616802215576,-1.159870982170105,0.6770048141479492,0.6770048141479492,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5392338037490845,-1.0921498537063599,0.5529160499572754,-0.5529160499572754,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.46709638833999634,-1.208944320678711,0.7418479323387146,0.7418479323387146,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.0026224851608276,-1.9249075651168823,0.9222850799560547,-0.9222850799560547,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8886864185333252,-1.9671375751495361,1.078451156616211,1.078451156616211,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.0099918842315674,-1.9168827533721924,0.906890869140625,-0.906890869140625,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.931536078453064,-1.9962409734725952,1.0647048950195312,1.0647048950195312,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.8079071640968323,-2.4862728118896484,1.6783656477928162,-1.6783656477928162,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7042258381843567,-2.6589434146881104,1.9547175765037537,1.9547175765037537,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.8056694865226746,-2.479266881942749,1.6735973954200745,-1.6735973954200745,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7348831295967102,-2.725720167160034,1.990837037563324,1.990837037563324,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2093571424484253,-0.7081364393234253,-0.501220703125,0.501220703125,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2185313701629639,-0.6680228114128113,-0.5505085587501526,-0.5505085587501526,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2671217918395996,-0.6874880194664001,-0.5796337723731995,0.5796337723731995,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2755732536315918,-0.6547122001647949,-0.6208610534667969,-0.6208610534667969,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8929153680801392,-1.1586517095565796,0.26573634147644043,-0.26573634147644043,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8078736066818237,-1.16135573387146,0.35348212718963623,0.35348212718963623,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.875354528427124,-1.2068226337432861,0.3314681053161621,-0.3314681053161621,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7866026163101196,-1.2344093322753906,0.447806715965271,0.447806715965271,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0086,test,ab,source,ab_source,value,direct,value/direct,value,outer,17,21,-1.3726279735565186,-0.5614326596260071,-0.8111953139305115,0.8111953139305115,0,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0086,test,ab,target,ab_target,value,direct,value/direct,value,inner,17,21,-0.5887567400932312,-0.8966256976127625,0.30786895751953125,0.30786895751953125,1,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0086,test,ba,source,ba_source,value,direct,value/direct,value,outer,21,17,-2.2501537799835205,-0.28549128770828247,-1.964662492275238,1.964662492275238,0,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0086,test,ba,target,ba_target,value,direct,value/direct,value,inner,21,17,-1.078776240348816,-0.4874333441257477,-0.5913428962230682,-0.5913428962230682,0,0,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7557923793792725,-1.3770806789398193,-0.3787117004394531,0.3787117004394531,0,1,4871,1,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7997469902038574,-1.3602232933044434,-0.43952369689941406,-0.43952369689941406,0,0,4871,1,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7579925060272217,-1.3683860301971436,-0.3896064758300781,0.3896064758300781,0,1,4871,1,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7284919023513794,-1.3476687669754028,-0.38082313537597656,-0.38082313537597656,0,0,4871,1,35,"
# Question: does f return the c assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8887860774993896,-2.268920660018921,1.3801345825195312,-1.3801345825195312,1,0,4640,1,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.955441951751709,-2.12074613571167,1.165304183959961,1.165304183959961,1,1,4640,1,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8726308345794678,-2.295724630355835,1.4230937957763672,-1.4230937957763672,1,0,4640,1,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9178500175476074,-2.1232752799987793,1.2054252624511719,1.2054252624511719,1,1,4640,1,35,"
# Question: does f return the c assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6727688312530518,-0.9059665203094482,0.23319768905639648,-0.23319768905639648,1,0,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5583676099777222,-1.0515884160995483,0.49322080612182617,0.49322080612182617,1,1,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6873738765716553,-0.8807623386383057,0.1933884620666504,-0.1933884620666504,1,0,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5568992495536804,-1.0422203540802002,0.4853211045265198,0.4853211045265198,1,1,9526,1,35,"
# Question: does f return the inner c or the outer c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4926181435585022,-1.1364564895629883,0.6438383460044861,-0.6438383460044861,1,0,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.41091740131378174,-1.294154405593872,0.8832370042800903,0.8832370042800903,1,1,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5103078484535217,-1.1003785133361816,0.5900706648826599,-0.5900706648826599,1,0,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.43476206064224243,-1.2332758903503418,0.7985138297080994,0.7985138297080994,1,1,9526,1,35,"
# Question: does f return the outer c or the inner c? Answer: the"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9069121479988098,-1.8756563663482666,0.9687442183494568,-0.9687442183494568,1,0,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9005104303359985,-1.9693561792373657,1.0688457489013672,1.0688457489013672,1,1,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9061151146888733,-1.8857979774475098,0.9796828627586365,-0.9796828627586365,1,0,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8806053996086121,-1.961862325668335,1.081256926059723,1.081256926059723,1,1,2291,1,33,"
# Question: is the c returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.721427857875824,-2.48822021484375,1.766792356967926,-1.766792356967926,1,0,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6928801536560059,-2.769862651824951,2.0769824981689453,2.0769824981689453,1,1,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.723659873008728,-2.5113587379455566,1.7876988649368286,-1.7876988649368286,1,0,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6862232089042664,-2.7072746753692627,2.0210514664649963,2.0210514664649963,1,1,2291,1,33,"
# Question: is the c returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2709554433822632,-0.7013472318649292,-0.569608211517334,0.569608211517334,0,1,637,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2767143249511719,-0.7170153260231018,-0.5596989989280701,-0.5596989989280701,0,0,637,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2566590309143066,-0.7078284621238708,-0.5488305687904358,0.5488305687904358,0,1,637,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2675836086273193,-0.7195765972137451,-0.5480070114135742,-0.5480070114135742,0,0,637,1,34,"
# Question: is c shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8420054912567139,-1.193742036819458,0.35173654556274414,-0.35173654556274414,1,0,637,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7992534637451172,-1.2622519731521606,0.46299850940704346,0.46299850940704346,1,1,637,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8529314994812012,-1.1819813251495361,0.32904982566833496,-0.32904982566833496,1,0,637,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8137719631195068,-1.2334303855895996,0.4196584224700928,0.4196584224700928,1,1,637,1,36,"
# Question: does f return the c from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0087,test,ab,source,ab_source,value,direct,value/direct,value,outer,21,18,-2.279064416885376,-0.22453713417053223,-2.0545272827148438,2.0545272827148438,0,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0087,test,ab,target,ab_target,value,direct,value/direct,value,inner,21,18,-0.7163661122322083,-0.7018898129463196,-0.014476299285888672,-0.014476299285888672,0,0,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0087,test,ba,source,ba_source,value,direct,value/direct,value,outer,18,21,-1.7226791381835938,-0.3744965195655823,-1.3481826186180115,1.3481826186180115,0,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0087,test,ba,target,ba_target,value,direct,value/direct,value,inner,18,21,-0.3824195861816406,-1.1971549987792969,0.8147354125976562,0.8147354125976562,1,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6059961318969727,-1.575230598449707,-0.030765533447265625,0.030765533447265625,0,1,4871,1,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6423836946487427,-1.6204053163528442,-0.021978378295898438,-0.021978378295898438,0,0,4871,1,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6259983777999878,-1.5402249097824097,-0.08577346801757812,0.08577346801757812,0,1,4871,1,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6871066093444824,-1.6138529777526855,-0.07325363159179688,-0.07325363159179688,0,0,4871,1,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8372937440872192,-2.573843002319336,1.7365492582321167,-1.7365492582321167,1,0,4640,1,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9065269827842712,-2.419395923614502,1.5128689408302307,1.5128689408302307,1,1,4640,1,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8523393869400024,-2.521751880645752,1.6694124937057495,-1.6694124937057495,1,0,4640,1,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.9165390729904175,-2.413710594177246,1.4971715211868286,1.4971715211868286,1,1,4640,1,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5991559028625488,-0.9926638603210449,0.3935079574584961,-0.3935079574584961,1,0,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5335614681243896,-1.0980479717254639,0.5644865036010742,0.5644865036010742,1,1,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6089440584182739,-0.981430172920227,0.3724861145019531,-0.3724861145019531,1,0,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5309053063392639,-1.1200976371765137,0.5891923308372498,0.5891923308372498,1,1,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.38210994005203247,-1.3644649982452393,0.9823550581932068,-0.9823550581932068,1,0,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4319486618041992,-1.2528796195983887,0.8209309577941895,0.8209309577941895,1,1,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4022352993488312,-1.3155739307403564,0.9133386313915253,-0.9133386313915253,1,0,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4027631878852844,-1.3316185474395752,0.9288553595542908,0.9288553595542908,1,1,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9841752648353577,-1.8205113410949707,0.836336076259613,-0.836336076259613,1,0,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9365542531013489,-2.009216547012329,1.0726622939109802,1.0726622939109802,1,1,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9708200693130493,-1.8038603067398071,0.8330402374267578,-0.8330402374267578,1,0,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9741983413696289,-1.9761857986450195,1.0019874572753906,1.0019874572753906,1,1,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7671637535095215,-2.5466055870056152,1.7794418334960938,-1.7794418334960938,1,0,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7381671667098999,-2.7795701026916504,2.0414029359817505,2.0414029359817505,1,1,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7459486722946167,-2.533723831176758,1.7877751588821411,-1.7877751588821411,1,0,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0088,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7439757585525513,-2.812911033630371,2.06893527507782,2.06893527507782,1,1,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2656328678131104,-0.6695433259010315,-0.5960895419120789,0.5960895419120789,0,1,637,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0088,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2677274942398071,-0.658086895942688,-0.6096405982971191,-0.6096405982971191,0,0,637,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
