model,base_id,split,contrast,contrast_kind,n_tokens_from,n_tokens_to,same_length,n_differing_tokens,differing_indices,expected_differing,as_designed,mutation_index,differs_only_at_mutation,use_index,use_token_identical
deepseek-coder-1.3b,base_0126,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0126,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0126,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0126,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0127,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0127,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0127,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0127,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0128,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0128,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0128,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0128,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0129,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0129,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0129,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0129,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0130,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0130,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0130,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0130,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0131,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0131,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0131,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0131,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0132,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0132,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0132,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0132,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0133,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0133,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0133,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0133,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0134,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0134,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0134,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0134,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0135,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0135,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0135,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0135,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0136,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0136,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0136,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0136,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0137,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0137,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0137,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0137,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0138,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0138,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0138,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0138,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0139,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0139,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0139,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0139,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0140,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0140,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0140,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0140,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0141,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0141,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0141,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0141,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0142,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0142,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0142,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0142,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0143,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0143,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0143,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0143,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0144,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0144,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0144,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0144,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0145,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0145,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0145,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0145,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0146,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0146,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0146,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0146,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0147,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0147,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0147,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0147,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0148,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0148,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0148,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0148,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0149,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0149,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0149,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0149,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0150,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0150,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0150,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0150,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0151,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0151,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0151,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0151,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0152,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0152,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0152,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0152,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0153,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0153,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0153,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0153,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0154,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0154,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0154,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0154,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0155,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0155,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0155,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0155,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0156,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0156,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0156,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0156,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0157,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0157,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0157,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0157,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0158,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0158,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0158,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0158,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0159,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0159,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0159,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0159,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0160,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0160,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0160,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0160,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0161,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0161,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0161,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0161,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0162,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0162,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0162,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0162,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0163,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0163,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0163,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0163,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0164,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0164,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0164,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0164,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0165,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0165,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0165,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0165,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0166,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0166,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0166,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0166,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0167,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0167,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0167,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0167,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0168,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0168,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0168,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0168,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0169,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0169,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0169,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0169,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0170,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0170,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0170,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0170,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0171,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0171,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0171,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0171,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0172,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0172,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0172,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0172,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0173,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0173,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0173,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0173,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0174,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0174,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0174,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0174,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0175,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0175,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0175,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0175,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0176,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0176,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0176,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0176,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0177,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0177,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0177,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0177,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0178,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0178,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0178,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0178,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0179,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0179,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0179,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0179,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0180,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0180,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0180,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0180,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0181,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0181,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0181,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0181,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0182,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0182,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0182,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0182,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0183,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0183,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0183,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0183,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0184,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0184,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0184,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0184,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0185,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0185,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0185,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0185,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0186,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0186,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0186,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0186,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0187,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0187,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0187,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0187,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0188,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0188,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0188,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0188,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0189,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
