task,layer,filler_type,filler_target,stratum,filler_tokens_mean,accuracy,n
binding,31,dead_code,500,positive,529.0,0.9107662463627546,1031
binding,31,dead_code,500,same_name_diff_binding,529.0,0.7937219730941704,446
binding,31,dead_code,500,tracked_edge,529.0,0.0,40
binding,31,dead_code,1000,all_pairs,1009.0,0.6974780579935562,9001
binding,31,dead_code,1000,diff_name,1009.0,0.5417884278199883,5133
binding,31,dead_code,1000,distance_matched,1009.0,0.9117475160724723,1711
binding,31,dead_code,1000,positive,1009.0,0.943147815679234,1671
binding,31,dead_code,1000,same_name_diff_binding,1009.0,0.8094170403587444,446
binding,31,dead_code,1000,tracked_edge,1009.0,0.0,40
binding,31,lexical_decoy,0,all_pairs,0.0,0.9989852866565195,1971
binding,31,lexical_decoy,0,diff_name,0.0,1.0,903
binding,31,lexical_decoy,0,distance_matched,0.0,0.9967845659163987,311
binding,31,lexical_decoy,0,positive,0.0,1.0,271
binding,31,lexical_decoy,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,31,lexical_decoy,0,tracked_edge,0.0,1.0,40
binding,31,lexical_decoy,50,all_pairs,71.0,0.865436370626682,2601
binding,31,lexical_decoy,50,diff_name,71.0,0.97138437741686,1293
binding,31,lexical_decoy,50,distance_matched,71.0,0.8909512761020881,431
binding,31,lexical_decoy,50,positive,71.0,0.7468030690537084,391
binding,31,lexical_decoy,50,same_name_diff_binding,71.0,0.7152466367713004,446
binding,31,lexical_decoy,50,tracked_edge,71.0,0.0,40
binding,31,lexical_decoy,100,all_pairs,119.0,0.8713762079306898,3001
binding,31,lexical_decoy,100,diff_name,119.0,0.9471624266144814,1533
binding,31,lexical_decoy,100,distance_matched,119.0,0.9217221135029354,511
binding,31,lexical_decoy,100,positive,119.0,0.7707006369426752,471
binding,31,lexical_decoy,100,same_name_diff_binding,119.0,0.7376681614349776,446
binding,31,lexical_decoy,100,tracked_edge,119.0,0.0,40
binding,31,lexical_decoy,200,all_pairs,215.0,0.842548709847288,3798
binding,31,lexical_decoy,200,diff_name,215.0,0.8504719324391455,2013
binding,31,lexical_decoy,200,distance_matched,215.0,0.9505988023952096,668
binding,31,lexical_decoy,200,positive,215.0,0.8114104595879557,631
binding,31,lexical_decoy,200,same_name_diff_binding,215.0,0.7645739910313901,446
binding,31,lexical_decoy,200,tracked_edge,215.0,0.0,40
binding,31,lexical_decoy,500,all_pairs,519.0,0.7527407657277787,5929
binding,31,lexical_decoy,500,diff_name,519.0,0.6564656465646564,3333
binding,31,lexical_decoy,500,distance_matched,519.0,0.9557266602502407,1039
binding,31,lexical_decoy,500,positive,519.0,0.8795518207282913,1071
binding,31,lexical_decoy,500,same_name_diff_binding,519.0,0.7623318385650224,446
binding,31,lexical_decoy,500,tracked_edge,519.0,0.0,40
binding,31,lexical_decoy,1000,all_pairs,1023.0,0.6669587120797283,9131
binding,31,lexical_decoy,1000,diff_name,1023.0,0.5073730202075368,5493
binding,31,lexical_decoy,1000,distance_matched,1023.0,0.97060984570169,1361
binding,31,lexical_decoy,1000,positive,1023.0,0.9251814628699051,1791
binding,31,lexical_decoy,1000,same_name_diff_binding,1023.0,0.7286995515695067,446
binding,31,lexical_decoy,1000,tracked_edge,1023.0,0.0,40
binding,31,scope_shadow,0,all_pairs,0.0,0.9984779299847792,1971
binding,31,scope_shadow,0,diff_name,0.0,1.0,903
binding,31,scope_shadow,0,distance_matched,0.0,0.9935691318327974,311
binding,31,scope_shadow,0,positive,0.0,1.0,271
binding,31,scope_shadow,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,31,scope_shadow,0,tracked_edge,0.0,1.0,40
binding,31,scope_shadow,50,all_pairs,53.0,0.8819593787335723,4185
binding,31,scope_shadow,50,diff_name,53.0,0.9814385150812065,1293
binding,31,scope_shadow,50,distance_matched,53.0,0.9466357308584686,431
binding,31,scope_shadow,50,positive,53.0,0.7851662404092071,391
binding,31,scope_shadow,50,same_name_diff_binding,53.0,0.8408866995073891,2030
binding,31,scope_shadow,50,tracked_edge,53.0,0.0,40
binding,31,scope_shadow,100,all_pairs,107.0,0.849532590600589,7809
binding,31,scope_shadow,100,diff_name,107.0,0.9860859044162129,1653
binding,31,scope_shadow,100,distance_matched,107.0,0.9745916515426497,551
binding,31,scope_shadow,100,positive,107.0,0.5949119373776908,511
binding,31,scope_shadow,100,same_name_diff_binding,107.0,0.8237039968341907,5054
binding,31,scope_shadow,100,tracked_edge,107.0,0.0,40
binding,31,scope_shadow,200,all_pairs,219.0,0.7726686277545544,19377
binding,31,scope_shadow,200,diff_name,219.0,0.9928360724820902,2373
binding,31,scope_shadow,200,distance_matched,219.0,0.9823008849557522,791
binding,31,scope_shadow,200,positive,219.0,0.4047936085219707,751
binding,31,scope_shadow,200,same_name_diff_binding,219.0,0.7479574633640255,15422
binding,31,scope_shadow,200,tracked_edge,219.0,0.0,40
binding,31,scope_shadow,500,all_pairs,519.0,0.6680000544239901,73497
binding,31,scope_shadow,500,diff_name,519.0,0.9940091061586389,4173
binding,31,scope_shadow,500,distance_matched,519.0,0.98274622573688,1391
binding,31,scope_shadow,500,positive,519.0,0.2153960029607698,1351
binding,31,scope_shadow,500,same_name_diff_binding,519.0,0.6505665594662018,66542
binding,31,scope_shadow,500,tracked_edge,519.0,0.0,40
binding,31,scope_shadow,1000,all_pairs,1019.0,0.6258619414331856,243346
binding,31,scope_shadow,1000,diff_name,1019.0,0.9679353129792276,7173
binding,31,scope_shadow,1000,distance_matched,1019.0,0.9098039215686274,2040
binding,31,scope_shadow,1000,positive,1019.0,0.1267545725223309,2351
binding,31,scope_shadow,1000,same_name_diff_binding,1019.0,0.6179458190574001,231742
binding,31,scope_shadow,1000,tracked_edge,1019.0,0.0,40
defuse_edge,-1,comment_prose,0,all_pairs,0.0,0.823404255319149,1410
defuse_edge,-1,comment_prose,0,diff_name,0.0,1.0,722
defuse_edge,-1,comment_prose,0,distance_matched,0.0,0.8647342995169082,207
defuse_edge,-1,comment_prose,0,positive,0.0,1.0,260
defuse_edge,-1,comment_prose,0,same_name_diff_binding,0.0,0.0,221
defuse_edge,-1,comment_prose,50,all_pairs,57.0,0.8160583941605839,1370
defuse_edge,-1,comment_prose,50,diff_name,57.0,1.0,722
defuse_edge,-1,comment_prose,50,distance_matched,57.0,0.8143712574850299,167
defuse_edge,-1,comment_prose,50,positive,57.0,1.0,260
defuse_edge,-1,comment_prose,50,same_name_diff_binding,57.0,0.0,221
defuse_edge,-1,comment_prose,100,all_pairs,115.0,0.8191101385849745,1371
defuse_edge,-1,comment_prose,100,diff_name,115.0,1.0,722
defuse_edge,-1,comment_prose,100,distance_matched,115.0,0.8392857142857143,168
defuse_edge,-1,comment_prose,100,positive,115.0,1.0,260
defuse_edge,-1,comment_prose,100,same_name_diff_binding,115.0,0.0,221
defuse_edge,-1,comment_prose,200,all_pairs,202.0,0.8170553935860059,1372
defuse_edge,-1,comment_prose,200,diff_name,202.0,1.0,722
defuse_edge,-1,comment_prose,200,distance_matched,202.0,0.8224852071005917,169
defuse_edge,-1,comment_prose,200,positive,202.0,1.0,260
defuse_edge,-1,comment_prose,200,same_name_diff_binding,202.0,0.0,221
defuse_edge,-1,comment_prose,500,all_pairs,529.0,0.8193736343772761,1373
defuse_edge,-1,comment_prose,500,diff_name,529.0,1.0,722
defuse_edge,-1,comment_prose,500,distance_matched,529.0,0.8411764705882353,170
defuse_edge,-1,comment_prose,500,positive,529.0,1.0,260
defuse_edge,-1,comment_prose,500,same_name_diff_binding,529.0,0.0,221
defuse_edge,-1,comment_prose,1000,all_pairs,1009.0,0.8204379562043795,1370
defuse_edge,-1,comment_prose,1000,diff_name,1009.0,1.0,722
defuse_edge,-1,comment_prose,1000,distance_matched,1009.0,0.8502994011976048,167
defuse_edge,-1,comment_prose,1000,positive,1009.0,1.0,260
defuse_edge,-1,comment_prose,1000,same_name_diff_binding,1009.0,0.0,221
defuse_edge,-1,competing_update,0,all_pairs,0.0,0.8202406227883935,1413
defuse_edge,-1,competing_update,0,diff_name,0.0,1.0,722
defuse_edge,-1,competing_update,0,distance_matched,0.0,0.8428571428571429,210
defuse_edge,-1,competing_update,0,positive,0.0,1.0,260
defuse_edge,-1,competing_update,0,same_name_diff_binding,0.0,0.0,221
defuse_edge,-1,competing_update,50,all_pairs,55.0,0.8248546511627907,1376
defuse_edge,-1,competing_update,50,diff_name,55.0,1.0,722
defuse_edge,-1,competing_update,50,distance_matched,55.0,0.884393063583815,173
defuse_edge,-1,competing_update,50,positive,55.0,1.0,260
defuse_edge,-1,competing_update,50,same_name_diff_binding,55.0,0.0,221
defuse_edge,-1,competing_update,100,all_pairs,103.0,0.8263081395348837,1376
defuse_edge,-1,competing_update,100,diff_name,103.0,1.0,722
defuse_edge,-1,competing_update,100,distance_matched,103.0,0.8959537572254336,173
defuse_edge,-1,competing_update,100,positive,103.0,1.0,260
defuse_edge,-1,competing_update,100,same_name_diff_binding,103.0,0.0,221
defuse_edge,-1,competing_update,200,all_pairs,205.0,0.8257080610021786,1377
defuse_edge,-1,competing_update,200,diff_name,205.0,1.0,722
defuse_edge,-1,competing_update,200,distance_matched,205.0,0.8908045977011494,174
defuse_edge,-1,competing_update,200,positive,205.0,1.0,260
defuse_edge,-1,competing_update,200,same_name_diff_binding,205.0,0.0,221
defuse_edge,-1,competing_update,500,all_pairs,505.0,0.8266569555717407,1373
defuse_edge,-1,competing_update,500,diff_name,505.0,1.0,722
defuse_edge,-1,competing_update,500,distance_matched,505.0,0.9,170
defuse_edge,-1,competing_update,500,positive,505.0,1.0,260
defuse_edge,-1,competing_update,500,same_name_diff_binding,505.0,0.0,221
defuse_edge,-1,competing_update,1000,all_pairs,1002.0,0.8462064251537936,1463
defuse_edge,-1,competing_update,1000,diff_name,1002.0,1.0,722
defuse_edge,-1,competing_update,1000,distance_matched,1002.0,0.9846153846153847,260
defuse_edge,-1,competing_update,1000,positive,1002.0,1.0,260
defuse_edge,-1,competing_update,1000,same_name_diff_binding,1002.0,0.0,221
defuse_edge,-1,dead_code,0,all_pairs,0.0,0.824822695035461,1410
defuse_edge,-1,dead_code,0,diff_name,0.0,1.0,722
defuse_edge,-1,dead_code,0,distance_matched,0.0,0.8743961352657005,207
defuse_edge,-1,dead_code,0,positive,0.0,1.0,260
defuse_edge,-1,dead_code,0,same_name_diff_binding,0.0,0.0,221
defuse_edge,-1,dead_code,50,all_pairs,51.0,0.8787090057261843,1921
defuse_edge,-1,dead_code,50,diff_name,51.0,1.0,1020
defuse_edge,-1,dead_code,50,distance_matched,51.0,0.9647058823529412,340
defuse_edge,-1,dead_code,50,positive,51.0,1.0,340
defuse_edge,-1,dead_code,50,same_name_diff_binding,51.0,0.0,221
defuse_edge,-1,dead_code,100,all_pairs,103.0,0.8996122361051271,2321
defuse_edge,-1,dead_code,100,diff_name,103.0,1.0,1260
defuse_edge,-1,dead_code,100,distance_matched,103.0,0.9714285714285714,420
defuse_edge,-1,dead_code,100,positive,103.0,1.0,420
defuse_edge,-1,dead_code,100,same_name_diff_binding,103.0,0.0,221
defuse_edge,-1,dead_code,200,all_pairs,207.0,0.756167894905479,3121
defuse_edge,-1,dead_code,200,diff_name,207.0,0.8373563218390805,1740
defuse_edge,-1,dead_code,200,distance_matched,207.0,0.5568965517241379,580
defuse_edge,-1,dead_code,200,positive,207.0,1.0,580
defuse_edge,-1,dead_code,200,same_name_diff_binding,207.0,0.0,221
defuse_edge,-1,dead_code,500,all_pairs,529.0,0.665288479609096,5321
defuse_edge,-1,dead_code,500,diff_name,529.0,0.661437908496732,3060
defuse_edge,-1,dead_code,500,distance_matched,529.0,0.48627450980392156,1020
defuse_edge,-1,dead_code,500,positive,529.0,1.0,1020
defuse_edge,-1,dead_code,500,same_name_diff_binding,529.0,0.0,221
defuse_edge,-1,dead_code,1000,all_pairs,1009.0,0.6325548644525291,8521
defuse_edge,-1,dead_code,1000,diff_name,1009.0,0.5775100401606426,4980
defuse_edge,-1,dead_code,1000,distance_matched,1009.0,0.5144578313253012,1660
defuse_edge,-1,dead_code,1000,positive,1009.0,1.0,1660
defuse_edge,-1,dead_code,1000,same_name_diff_binding,1009.0,0.0,221
defuse_edge,-1,lexical_decoy,0,all_pairs,0.0,0.8253182461103253,1414
defuse_edge,-1,lexical_decoy,0,diff_name,0.0,1.0,722
defuse_edge,-1,lexical_decoy,0,distance_matched,0.0,0.8767772511848341,211
defuse_edge,-1,lexical_decoy,0,positive,0.0,1.0,260
defuse_edge,-1,lexical_decoy,0,same_name_diff_binding,0.0,0.0,221
defuse_edge,-1,lexical_decoy,50,all_pairs,71.0,0.8810426540284361,2110
defuse_edge,-1,lexical_decoy,50,diff_name,71.0,1.0,1140
defuse_edge,-1,lexical_decoy,50,distance_matched,71.0,0.9186991869918699,369
defuse_edge,-1,lexical_decoy,50,positive,71.0,1.0,380
defuse_edge,-1,lexical_decoy,50,same_name_diff_binding,71.0,0.0,221
defuse_edge,-1,lexical_decoy,100,all_pairs,119.0,0.8755020080321285,2490
defuse_edge,-1,lexical_decoy,100,diff_name,119.0,0.9550724637681159,1380
defuse_edge,-1,lexical_decoy,100,distance_matched,119.0,0.9370629370629371,429
defuse_edge,-1,lexical_decoy,100,positive,119.0,1.0,460
defuse_edge,-1,lexical_decoy,100,same_name_diff_binding,119.0,0.0,221
defuse_edge,-1,lexical_decoy,200,all_pairs,215.0,0.8144683504833178,3207
defuse_edge,-1,lexical_decoy,200,diff_name,215.0,0.8075268817204301,1860
defuse_edge,-1,lexical_decoy,200,distance_matched,215.0,0.9683794466403162,506
defuse_edge,-1,lexical_decoy,200,positive,215.0,1.0,620
defuse_edge,-1,lexical_decoy,200,same_name_diff_binding,215.0,0.0,221
defuse_edge,-1,lexical_decoy,500,all_pairs,519.0,0.7412074478089148,5317
defuse_edge,-1,lexical_decoy,500,diff_name,519.0,0.6427672955974842,3180
defuse_edge,-1,lexical_decoy,500,distance_matched,519.0,0.977803738317757,856
defuse_edge,-1,lexical_decoy,500,positive,519.0,1.0,1060
defuse_edge,-1,lexical_decoy,500,same_name_diff_binding,519.0,0.0,221
defuse_edge,-1,lexical_decoy,1000,all_pairs,1023.0,0.6931628018168778,8366
defuse_edge,-1,lexical_decoy,1000,diff_name,1023.0,0.5632958801498127,5340
defuse_edge,-1,lexical_decoy,1000,distance_matched,1023.0,0.9863414634146341,1025
defuse_edge,-1,lexical_decoy,1000,positive,1023.0,1.0,1780
defuse_edge,-1,lexical_decoy,1000,same_name_diff_binding,1023.0,0.0,221
defuse_edge,-1,scope_shadow,0,all_pairs,0.0,0.8230714791224345,1413
defuse_edge,-1,scope_shadow,0,diff_name,0.0,1.0,722
defuse_edge,-1,scope_shadow,0,distance_matched,0.0,0.861904761904762,210
defuse_edge,-1,scope_shadow,0,positive,0.0,1.0,260
defuse_edge,-1,scope_shadow,0,same_name_diff_binding,0.0,0.0,221
defuse_edge,-1,scope_shadow,50,all_pairs,53.0,0.5589975635224504,2873
defuse_edge,-1,scope_shadow,50,diff_name,53.0,1.0,1100
defuse_edge,-1,scope_shadow,50,distance_matched,53.0,0.33157894736842103,380
defuse_edge,-1,scope_shadow,50,positive,53.0,1.0,380
defuse_edge,-1,scope_shadow,50,same_name_diff_binding,53.0,0.0,1013
defuse_edge,-1,scope_shadow,100,all_pairs,107.0,0.4102306920762287,4985
defuse_edge,-1,scope_shadow,100,diff_name,107.0,1.0,1460
defuse_edge,-1,scope_shadow,100,distance_matched,107.0,0.17,500
defuse_edge,-1,scope_shadow,100,positive,107.0,1.0,500
defuse_edge,-1,scope_shadow,100,same_name_diff_binding,107.0,0.0,2525
defuse_edge,-1,scope_shadow,200,all_pairs,219.0,0.26493095259037736,11369
defuse_edge,-1,scope_shadow,200,diff_name,219.0,1.0,2180
defuse_edge,-1,scope_shadow,200,distance_matched,219.0,0.12432432432432433,740
defuse_edge,-1,scope_shadow,200,positive,219.0,1.0,740
defuse_edge,-1,scope_shadow,200,same_name_diff_binding,219.0,0.0,7709
defuse_edge,-1,scope_shadow,500,all_pairs,519.0,0.1376415857605178,39552
defuse_edge,-1,scope_shadow,500,diff_name,519.0,1.0,3980
defuse_edge,-1,scope_shadow,500,distance_matched,519.0,0.12876427829698858,963
defuse_edge,-1,scope_shadow,500,positive,519.0,1.0,1340
defuse_edge,-1,scope_shadow,500,same_name_diff_binding,519.0,0.0,33269
defuse_edge,-1,scope_shadow,1000,all_pairs,1019.0,0.07462045942293935,125810
defuse_edge,-1,scope_shadow,1000,diff_name,1019.0,1.0,6980
defuse_edge,-1,scope_shadow,1000,distance_matched,1019.0,0.10950080515297907,621
defuse_edge,-1,scope_shadow,1000,positive,1019.0,1.0,2340
defuse_edge,-1,scope_shadow,1000,same_name_diff_binding,1019.0,0.0,115869
defuse_edge,0,comment_prose,0,all_pairs,0.0,0.9929078014184397,1410
defuse_edge,0,comment_prose,0,diff_name,0.0,1.0,722
defuse_edge,0,comment_prose,0,distance_matched,0.0,1.0,207
defuse_edge,0,comment_prose,0,positive,0.0,1.0,260
defuse_edge,0,comment_prose,0,same_name_diff_binding,0.0,0.9547511312217195,221
defuse_edge,0,comment_prose,50,all_pairs,57.0,0.8875912408759125,1370
defuse_edge,0,comment_prose,50,diff_name,57.0,0.9764542936288089,722
defuse_edge,0,comment_prose,50,distance_matched,57.0,0.9341317365269461,167
defuse_edge,0,comment_prose,50,positive,57.0,1.0,260
defuse_edge,0,comment_prose,50,same_name_diff_binding,57.0,0.4298642533936652,221
defuse_edge,0,comment_prose,100,all_pairs,115.0,0.8059810357403355,1371
defuse_edge,0,comment_prose,100,diff_name,115.0,0.9224376731301939,722
defuse_edge,0,comment_prose,100,distance_matched,115.0,0.9583333333333334,168
defuse_edge,0,comment_prose,100,positive,115.0,0.6923076923076923,260
defuse_edge,0,comment_prose,100,same_name_diff_binding,115.0,0.4434389140271493,221
defuse_edge,0,comment_prose,200,all_pairs,202.0,0.75,1372
defuse_edge,0,comment_prose,200,diff_name,202.0,0.8670360110803325,722
defuse_edge,0,comment_prose,200,distance_matched,202.0,0.9763313609467456,169
defuse_edge,0,comment_prose,200,positive,202.0,0.5115384615384615,260
defuse_edge,0,comment_prose,200,same_name_diff_binding,202.0,0.4751131221719457,221
defuse_edge,0,comment_prose,500,all_pairs,529.0,0.6955571740713765,1373
defuse_edge,0,comment_prose,500,diff_name,529.0,0.7645429362880887,722
defuse_edge,0,comment_prose,500,distance_matched,529.0,0.9882352941176471,170
defuse_edge,0,comment_prose,500,positive,529.0,0.48846153846153845,260
defuse_edge,0,comment_prose,500,same_name_diff_binding,529.0,0.48868778280542985,221
defuse_edge,0,comment_prose,1000,all_pairs,1009.0,0.6868613138686132,1370
defuse_edge,0,comment_prose,1000,diff_name,1009.0,0.7506925207756233,722
defuse_edge,0,comment_prose,1000,distance_matched,1009.0,1.0,167
defuse_edge,0,comment_prose,1000,positive,1009.0,0.4653846153846154,260
defuse_edge,0,comment_prose,1000,same_name_diff_binding,1009.0,0.502262443438914,221
defuse_edge,0,competing_update,0,all_pairs,0.0,0.9929228591648974,1413
defuse_edge,0,competing_update,0,diff_name,0.0,1.0,722
defuse_edge,0,competing_update,0,distance_matched,0.0,1.0,210
defuse_edge,0,competing_update,0,positive,0.0,1.0,260
defuse_edge,0,competing_update,0,same_name_diff_binding,0.0,0.9547511312217195,221
defuse_edge,0,competing_update,50,all_pairs,55.0,0.9084302325581395,1376
defuse_edge,0,competing_update,50,diff_name,55.0,1.0,722
defuse_edge,0,competing_update,50,distance_matched,55.0,1.0,173
defuse_edge,0,competing_update,50,positive,55.0,0.8615384615384616,260
defuse_edge,0,competing_update,50,same_name_diff_binding,55.0,0.5927601809954751,221
defuse_edge,0,competing_update,100,all_pairs,103.0,0.8771802325581395,1376
defuse_edge,0,competing_update,100,diff_name,103.0,1.0,722
defuse_edge,0,competing_update,100,distance_matched,103.0,1.0,173
defuse_edge,0,competing_update,100,positive,103.0,0.6961538461538461,260
defuse_edge,0,competing_update,100,same_name_diff_binding,103.0,0.5927601809954751,221
defuse_edge,0,competing_update,200,all_pairs,205.0,0.8736383442265795,1377
defuse_edge,0,competing_update,200,diff_name,205.0,1.0,722
defuse_edge,0,competing_update,200,distance_matched,205.0,1.0,174
defuse_edge,0,competing_update,200,positive,205.0,0.6730769230769231,260
defuse_edge,0,competing_update,200,same_name_diff_binding,205.0,0.5972850678733032,221
defuse_edge,0,competing_update,500,all_pairs,505.0,0.8689002184996358,1373
defuse_edge,0,competing_update,500,diff_name,505.0,1.0,722
defuse_edge,0,competing_update,500,distance_matched,505.0,1.0,170
defuse_edge,0,competing_update,500,positive,505.0,0.8269230769230769,260
defuse_edge,0,competing_update,500,same_name_diff_binding,505.0,0.3891402714932127,221
defuse_edge,0,competing_update,1000,all_pairs,1002.0,0.848257006151743,1463
defuse_edge,0,competing_update,1000,diff_name,1002.0,1.0,722
defuse_edge,0,competing_update,1000,distance_matched,1002.0,1.0,260
defuse_edge,0,competing_update,1000,positive,1002.0,0.6653846153846154,260
defuse_edge,0,competing_update,1000,same_name_diff_binding,1002.0,0.3891402714932127,221
defuse_edge,0,dead_code,0,all_pairs,0.0,0.9929078014184397,1410
defuse_edge,0,dead_code,0,diff_name,0.0,1.0,722
defuse_edge,0,dead_code,0,distance_matched,0.0,1.0,207
defuse_edge,0,dead_code,0,positive,0.0,1.0,260
defuse_edge,0,dead_code,0,same_name_diff_binding,0.0,0.9547511312217195,221
defuse_edge,0,dead_code,50,all_pairs,51.0,0.9380530973451328,1921
defuse_edge,0,dead_code,50,diff_name,51.0,0.9990196078431373,1020
defuse_edge,0,dead_code,50,distance_matched,51.0,0.9558823529411765,340
defuse_edge,0,dead_code,50,positive,51.0,1.0,340
defuse_edge,0,dead_code,50,same_name_diff_binding,51.0,0.5339366515837104,221
defuse_edge,0,dead_code,100,all_pairs,103.0,0.919431279620853,2321
defuse_edge,0,dead_code,100,diff_name,103.0,0.9785714285714285,1260
defuse_edge,0,dead_code,100,distance_matched,103.0,0.9857142857142858,420
defuse_edge,0,dead_code,100,positive,103.0,0.8904761904761904,420
defuse_edge,0,dead_code,100,same_name_diff_binding,103.0,0.5113122171945701,221
defuse_edge,0,dead_code,200,all_pairs,207.0,0.6654918295418135,3121
defuse_edge,0,dead_code,200,diff_name,207.0,0.728735632183908,1740
defuse_edge,0,dead_code,200,distance_matched,207.0,0.42586206896551726,580
defuse_edge,0,dead_code,200,positive,207.0,0.7775862068965518,580
defuse_edge,0,dead_code,200,same_name_diff_binding,207.0,0.502262443438914,221
defuse_edge,0,dead_code,500,all_pairs,529.0,0.5470776169892877,5321
defuse_edge,0,dead_code,500,diff_name,529.0,0.50359477124183,3060
defuse_edge,0,dead_code,500,distance_matched,529.0,0.37058823529411766,1020
defuse_edge,0,dead_code,500,positive,529.0,0.8637254901960785,1020
defuse_edge,0,dead_code,500,same_name_diff_binding,529.0,0.502262443438914,221
defuse_edge,0,dead_code,1000,all_pairs,1009.0,0.4762351836638892,8521
defuse_edge,0,dead_code,1000,diff_name,1009.0,0.3473895582329317,4980
defuse_edge,0,dead_code,1000,distance_matched,1009.0,0.4174698795180723,1660
defuse_edge,0,dead_code,1000,positive,1009.0,0.9162650602409639,1660
defuse_edge,0,dead_code,1000,same_name_diff_binding,1009.0,0.5158371040723982,221
defuse_edge,0,lexical_decoy,0,all_pairs,0.0,0.9929278642149929,1414
defuse_edge,0,lexical_decoy,0,diff_name,0.0,1.0,722
defuse_edge,0,lexical_decoy,0,distance_matched,0.0,1.0,211
defuse_edge,0,lexical_decoy,0,positive,0.0,1.0,260
defuse_edge,0,lexical_decoy,0,same_name_diff_binding,0.0,0.9547511312217195,221
defuse_edge,0,lexical_decoy,50,all_pairs,71.0,0.8919431279620853,2110
defuse_edge,0,lexical_decoy,50,diff_name,71.0,1.0,1140
defuse_edge,0,lexical_decoy,50,distance_matched,71.0,1.0,369
defuse_edge,0,lexical_decoy,50,positive,71.0,0.6710526315789473,380
defuse_edge,0,lexical_decoy,50,same_name_diff_binding,71.0,0.5339366515837104,221
defuse_edge,0,lexical_decoy,100,all_pairs,119.0,0.8477911646586346,2490
defuse_edge,0,lexical_decoy,100,diff_name,119.0,0.908695652173913,1380
defuse_edge,0,lexical_decoy,100,distance_matched,119.0,1.0,429
defuse_edge,0,lexical_decoy,100,positive,119.0,0.6826086956521739,460
defuse_edge,0,lexical_decoy,100,same_name_diff_binding,119.0,0.5158371040723982,221
defuse_edge,0,lexical_decoy,200,all_pairs,215.0,0.7368256937948239,3207
defuse_edge,0,lexical_decoy,200,diff_name,215.0,0.682258064516129,1860
defuse_edge,0,lexical_decoy,200,distance_matched,215.0,1.0,506
defuse_edge,0,lexical_decoy,200,positive,215.0,0.7645161290322581,620
defuse_edge,0,lexical_decoy,200,same_name_diff_binding,215.0,0.5158371040723982,221
defuse_edge,0,lexical_decoy,500,all_pairs,519.0,0.6182057551250705,5317
defuse_edge,0,lexical_decoy,500,diff_name,519.0,0.47044025157232705,3180
defuse_edge,0,lexical_decoy,500,distance_matched,519.0,0.8913551401869159,856
defuse_edge,0,lexical_decoy,500,positive,519.0,0.8622641509433963,1060
defuse_edge,0,lexical_decoy,500,same_name_diff_binding,519.0,0.5158371040723982,221
defuse_edge,0,lexical_decoy,1000,all_pairs,1023.0,0.5173320583313411,8366
defuse_edge,0,lexical_decoy,1000,diff_name,1023.0,0.3292134831460674,5340
defuse_edge,0,lexical_decoy,1000,distance_matched,1023.0,0.8019512195121952,1025
defuse_edge,0,lexical_decoy,1000,positive,1023.0,0.9179775280898876,1780
defuse_edge,0,lexical_decoy,1000,same_name_diff_binding,1023.0,0.5158371040723982,221
defuse_edge,0,scope_shadow,0,all_pairs,0.0,0.9929228591648974,1413
defuse_edge,0,scope_shadow,0,diff_name,0.0,1.0,722
defuse_edge,0,scope_shadow,0,distance_matched,0.0,1.0,210
defuse_edge,0,scope_shadow,0,positive,0.0,1.0,260
defuse_edge,0,scope_shadow,0,same_name_diff_binding,0.0,0.9547511312217195,221
defuse_edge,0,scope_shadow,50,all_pairs,53.0,0.6268708666898712,2873
defuse_edge,0,scope_shadow,50,diff_name,53.0,1.0,1100
defuse_edge,0,scope_shadow,50,distance_matched,53.0,0.3868421052631579,380
defuse_edge,0,scope_shadow,50,positive,53.0,0.7105263157894737,380
defuse_edge,0,scope_shadow,50,same_name_diff_binding,53.0,0.28035538005923,1013
defuse_edge,0,scope_shadow,100,all_pairs,107.0,0.46278836509528587,4985
defuse_edge,0,scope_shadow,100,diff_name,107.0,0.9958904109589041,1460
defuse_edge,0,scope_shadow,100,distance_matched,107.0,0.192,500
defuse_edge,0,scope_shadow,100,positive,107.0,0.714,500
defuse_edge,0,scope_shadow,100,same_name_diff_binding,107.0,0.15841584158415842,2525
defuse_edge,0,scope_shadow,200,all_pairs,219.0,0.30917406983903595,11369
defuse_edge,0,scope_shadow,200,diff_name,219.0,0.9811926605504587,2180
defuse_edge,0,scope_shadow,200,distance_matched,219.0,0.14864864864864866,740
defuse_edge,0,scope_shadow,200,positive,219.0,0.8027027027027027,740
defuse_edge,0,scope_shadow,200,same_name_diff_binding,219.0,0.08717083927876508,7709
defuse_edge,0,scope_shadow,500,all_pairs,519.0,0.17141990291262135,39552
defuse_edge,0,scope_shadow,500,diff_name,519.0,0.950251256281407,3980
defuse_edge,0,scope_shadow,500,distance_matched,519.0,0.1505711318795431,963
defuse_edge,0,scope_shadow,500,positive,519.0,0.891044776119403,1340
defuse_edge,0,scope_shadow,500,same_name_diff_binding,519.0,0.049866241846764255,33269
defuse_edge,0,scope_shadow,1000,all_pairs,1019.0,0.09988872108735394,125810
defuse_edge,0,scope_shadow,1000,diff_name,1019.0,0.9565902578796561,6980
